initial_alias,converted_alias,name,description,namespace
ENSMUSG00000035246,ENSMUSG00000035246,Pcyt1b,"phosphate cytidylyltransferase 1, choline, beta isoform [Source:MGI Symbol;Acc:MGI:2147987]","ARRAYEXPRESS,ENSG"
ENSMUSG00000108542,ENSMUSG00000108542,Gm44834,predicted gene 44834 [Source:MGI Symbol;Acc:MGI:5753410],"ARRAYEXPRESS,ENSG"
ENSMUSG00000083435,ENSMUSG00000083435,Gm15824,predicted gene 15824 [Source:MGI Symbol;Acc:MGI:3801976],"ARRAYEXPRESS,ENSG"
ENSMUSG00000113894,ENSMUSG00000113894,Gm48838,"predicted gene, 48838 [Source:MGI Symbol;Acc:MGI:6098568]","ARRAYEXPRESS,ENSG"
ENSMUSG00000054626,ENSMUSG00000054626,Xlr,X-linked lymphocyte-regulated [Source:MGI Symbol;Acc:MGI:98976],"ARRAYEXPRESS,ENSG"
ENSMUSG00000098912,ENSMUSG00000098912,1500004A13Rik,RIKEN cDNA 1500004A13 gene [Source:MGI Symbol;Acc:MGI:2442808],"ARRAYEXPRESS,ENSG"
ENSMUSG00000076875,ENSMUSG00000076875,Traj58,T cell receptor alpha joining 58 [Source:MGI Symbol;Acc:MGI:4439695],"ARRAYEXPRESS,ENSG"
ENSMUSG00000042331,ENSMUSG00000042331,Specc1,sperm antigen with calponin homology and coiled-coil domains 1 [Source:MGI Symbol;Acc:MGI:2442356],"ARRAYEXPRESS,ENSG"
ENSMUSG00000000555,ENSMUSG00000000555,Itga5,integrin alpha 5 (fibronectin receptor alpha) [Source:MGI Symbol;Acc:MGI:96604],"ARRAYEXPRESS,ENSG"
ENSMUSG00000030528,ENSMUSG00000030528,Blm,"Bloom syndrome, RecQ like helicase [Source:MGI Symbol;Acc:MGI:1328362]","ARRAYEXPRESS,ENSG"
ENSMUSG00000037725,ENSMUSG00000037725,Ckap2,cytoskeleton associated protein 2 [Source:MGI Symbol;Acc:MGI:1931797],"ARRAYEXPRESS,ENSG"
ENSMUSG00000042215,ENSMUSG00000042215,Bag2,BCL2-associated athanogene 2 [Source:MGI Symbol;Acc:MGI:1891254],"ARRAYEXPRESS,ENSG"
ENSMUSG00000010142,ENSMUSG00000010142,Tnfrsf13b,"tumor necrosis factor receptor superfamily, member 13b [Source:MGI Symbol;Acc:MGI:1889411]","ARRAYEXPRESS,ENSG"
ENSMUSG00000102496,ENSMUSG00000102496,Gm36989,"predicted gene, 36989 [Source:MGI Symbol;Acc:MGI:5610217]","ARRAYEXPRESS,ENSG"
ENSMUSG00000112023,ENSMUSG00000112023,Lilrb4b,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B [Source:MGI Symbol;Acc:MGI:102702]","ARRAYEXPRESS,ENSG"
